,artist_id,artist_name,danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,acousticness
0,0027wHZDQXpRll4ckwDGad,Disco,-1.0345190337292107,1.3202281436835004,0.6719356846246711,-0.3252851355947799,-0.447970033804973,0.37614378769745704,0.08841384818782466,2.14584335728511,-1.0132770058074079
1,00FQb4jTyendYWaN8pK0wa,La Santa Cecilia,-0.9182688359873397,-0.7469867908775429,-0.19546548982481557,-0.8095226398590835,-0.34075207214784137,-1.0943302432881716,-1.5852443469140636,-1.0210435756182623,0.9198239283405597
2,00IjdWQ46sSBP4gZYObAMx,Ola,0.3735614864192116,0.40419653748290685,0.35360514105307855,-0.5088557768261996,-0.47611847260756607,1.2624684325903412,1.3041901301375158,-0.16641095111567927,0.39715822462712064
3,00TKPo9MxwZ0j4ooveIxWZ,Little Big,-0.20550981108248742,0.15555250339584498,0.32918800455611313,-0.3304805311013295,-0.47732420662984487,-0.7339083886413217,0.012201006632769752,0.24449277872690675,-0.31704476784646013
4,01Er12nK5rrnHx8usFPJAs,Deorro,-0.9110031986284727,-1.4731622935310376,-1.3801041797326024,-0.9479333047643411,2.808224870430924,-0.04302969108379245,0.08436126058132466,0.6023231468463955,1.3904564638258525
5,01QTIT5P1pFP3QnnFSdsJf,Ludovico Einaudi,-0.004978219977758822,0.8345049143041219,0.5536848634864836,1.277161340002278,-0.47732694169293904,0.7170378818870289,0.2136206593139865,-1.2537134740285734,-0.675356777629816
6,01hRNr3yF5bYnPq4wZ88iI,Timbaland,-0.42129924064083746,-0.20006628954262806,-0.42974402407415296,-0.5494864339928054,-0.3524531742656929,1.620028460273624,1.2291870162261906,-1.0678164295156014,-0.34908554828211286
7,01o2q5p4zunXOsYmRVvIs6,Dj LaserJet,0.10110008546169884,-0.4366636165518292,-0.5148149579088009,-0.14664345933111284,1.4189826010940971,1.1883976170627306,-0.29071479535748235,0.9220618951338098,-0.7001919761795382
8,01pKrlgPJhm5dB4lneYAqS,Shawn Harris,-0.4227523681126107,1.1144703867936248,0.9033797561395349,-0.5719998145211872,-0.47574831581290017,0.8752800786960147,-0.22188129242918672,1.48162073646331,-0.7124544784062457
9,02A3cEvlLLCbIMVDrK2GHV,Sonant,0.6605541620944575,0.6783795905750356,0.552999405178147,-0.448509259788585,-0.47677288280985575,-0.6091664015823237,0.15857805152422505,-0.011190806665278637,-0.4545265741847247
10,02YFwGQvc8ELtBL9c2JtMZ,Volt & State,0.3735614864192116,-0.09501900382367563,-0.04755470242589849,-0.09881917761697635,-0.47724828158739646,0.3753020738846438,-0.6954896649498867,-0.7284627414703845,-0.249853700302415
11,02kJSzxNuaWGqwubyUba0Z,Futuristic,0.6336713038666494,0.36853828453243737,0.5302125479010094,1.0686794433932998,-0.47732702281769185,-0.532907130141397,-0.47350464232524164,0.741383210155915,-0.8186176512964803
12,02kU78WfHXLRT2GvnmzNaA,Stealers Wheel,0.9322889993160829,0.9834022137864904,0.4236886216054463,-0.2813240966932065,0.6872695876377202,0.6293313025918353,-0.6017357725607317,0.11458688836525122,-0.7305334982241998
13,02seUFsFQP7TH4hLrTj77o,NEIKED,-0.24111143414093578,-0.05165085834337399,0.16897601940758658,-0.8584126437284093,-0.2924365799477229,-0.6426666113323111,0.4089916737765494,-1.003296343651048,0.019791975049859353
14,036LxbpsZt0VzZAgxYOEM5,Soft Cell,0.20572526342938324,-0.17693661195313484,0.06356364712554262,-0.6114315342632046,-0.46661948645197815,-0.30715948554474837,-0.9204990066838594,-0.23917941172922294,-0.6383604573629112
15,03WFRA66hsZpJ5rqylE0vQ,Irina,-0.3573616318828085,-0.07718987734844089,0.04918754855069789,-0.8882528640737198,-0.2496707702769174,-0.3369561545183552,1.2400745650197706,1.697729758069526,0.4629042416249539
16,04LEJd8eE8sDCre2pUpoW9,anders,-2.279413338797481,0.4504558926618955,0.1864829951205097,-0.755970101560803,2.506904360052616,0.7300002746043597,-1.2003694970610348,-1.1314307171812903,-0.05280857490540038
17,04UpsyroM3wyQYwhYd9mSv,Pink Guy,0.2478659601108128,1.396363332415585,0.6727137724341345,-0.7698244895782685,-0.4759957424458389,0.0876042926649021,0.965466389892825,0.6427554133516545,-0.8771160967197362
18,04abdnqPQe2N4fjztDea6z,Aurora,0.2224362293547771,0.49045096016039574,0.5655414396306854,-0.12040005125956718,-0.4772799086517358,0.20712765408445613,0.6261377858262692,-0.022821896811815942,-0.3670401121760608
19,04ei5kNgmDuNAydFhhIHnD,Lady A,0.19482680739108396,0.45190149751123926,0.48102628280279724,-0.577994501644129,-0.4773171101455171,-0.13881672298199682,-0.27389958110962126,-0.21151649505403566,-0.5722285891721107
20,04gDigrS5kc9YWfZHwBETP,Marco Pisani,0.32488171611480166,0.27794704730691827,0.4673912202369649,-0.7894071341798785,-0.4773276177325457,0.19315520479174783,0.5487152166274833,-0.18512810858787515,-0.23537860628387597
21,053q0ukIDRgzwTr4vNSwab,GraphicMuzik,-0.26218178248165097,1.0373714614953107,0.6641548065300388,-0.49913106216009406,0.009385049617844756,0.244163061848261,0.05538828351396693,1.0585969457650637,-0.7926086328920731
22,05qPtpcSltJZLI9sj0qm3B,Sofia Reyes,0.5806321511469198,1.0388170663446539,0.6173583825608923,-0.5430921010616675,-0.47727216703246916,2.2556907317105717,0.8457033531634521,-0.18042276750171712,-0.41842527737131163
23,06HL4z0CvFAxyc27GXpf02,TCT,0.04224842285487625,-0.12007615454562759,0.3701858217547359,-0.6805702590811342,-0.4771555096379511,-1.0034251515042862,-0.22974452211343827,-0.5900038716556911,0.08904091562306553
