artist,artist_id,url,image_url,preview_url,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.5866328318843874,-1.2366846822191249,-0.01979442172770115,-0.39700515174997575,1.9863028405969814,-0.34089926583681274,-0.6448090308265105,0.021822734069518433,-0.5079485244300949
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb,https://i.scdn.co/image/ab67616d0000b2731ba5682505dd6e2592b16e41,https://p.scdn.co/mp3-preview/8965aca26c5af239f57cb6ec1570db1fd8be00f1?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.1294780623016631,0.16334654174012483,0.09531486191232541,-0.1873480178379529,-0.6632748074401686,-0.3425395466311829,-0.18091323957217545,-0.3957278298315047,-0.9275508138163265
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,https://i.scdn.co/image/ab67616d0000b273103045cd1c29dd16a469f808,https://p.scdn.co/mp3-preview/955da50473f33884f1c3646e6aca4139844e59dd?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.006512354214334924,-0.36393794520556677,0.34815861066086934,-0.8962250422991117,1.5371185841424446,-0.3413730898823763,-0.06032591297593362,0.22449347561211982,-0.47264832005972746
Khalid,6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67,https://p.scdn.co/mp3-preview/d53d5678b946219bd6df0b3d04ce0b3554f167d4?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.2702936312403755,-1.05577155652569,-1.4941775946306768,0.8407709945582094,0.9793844988389993,0.11951309772518323,-0.8929265907018106,-1.358617336839128,-1.5191206069217777
Rudimental,4WN5naL3ofxrVBgFpguzKo,https://open.spotify.com/artist/4WN5naL3ofxrVBgFpguzKo,https://i.scdn.co/image/ab67616d0000b273e9f49a29f00d42d7857794a5,https://p.scdn.co/mp3-preview/57f9b45cd318070b04945fc6c8a7e50eaa7f8971?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.13542801591879228,0.06152608908854301,-0.39531366739956625,-0.47158373296005995,-0.5898524683293389,-0.273786579826388,0.8190480308236382,-1.2568749967073,0.31348742880730823
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,https://p.scdn.co/mp3-preview/d8a0e05a79451d12c6cb5425c50c8d2ff00d4705?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,1.048745896148054,0.385169670731072,0.655435020020301,-0.22235429065084952,-0.9470361564222411,-0.34238927847294237,-0.671301701063564,1.104361233072171,-0.05733262516055429
Calvin Harris,7CajNmpbOovFoOoasH2HaY,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,https://p.scdn.co/mp3-preview/34b3b95afb8e1d34363f01b194b4a729100d3710?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.5767162425225051,1.4488297564663475,1.541343099598293,-0.6119893271770045,-0.7389878677733362,-0.1335147384100561,0.8705717067329423,0.5989052872972485,0.25664560559760463
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://p.scdn.co/mp3-preview/663b794c2fc8da8f9bbe33698cb1bac567126a23?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.8186810229524083,-0.24848082478814756,0.5204919734046483,-0.32623160019346714,-0.20740734471491684,-0.34159874440768767,-1.3887962943112095,-0.18084800747308385,-0.7126877343890738
Keala Settle,7HV2RI2qNug4EcQqLbCAKS,https://open.spotify.com/artist/7HV2RI2qNug4EcQqLbCAKS,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,https://p.scdn.co/mp3-preview/4e3a8d43df85b32a1d056f2c3e6c745d6da46359?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,-0.9296136815472545,-0.1166597030517239,-0.36152281195961017,0.5426469212005512,0.5916570866993694,-0.2668528341644929,-0.5963913921174132,-0.912578917701193,1.5287073350503741
Marshmello,64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,https://p.scdn.co/mp3-preview/99b833cf96a8b56040859443d8688a2e322c6667?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.22071068443097036,0.5024450135172682,0.7781105169436214,-0.5145805680454658,-0.38132559086521944,-0.34252840504979776,-0.9808091726605873,-0.3509612001735002,-0.9586335623203982
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX,https://i.scdn.co/image/ab67616d0000b273d04b0657298bd6401896de5e,https://p.scdn.co/mp3-preview/393689f63c149cefb1f1293494058b93a0e19891?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,0.16220280719587088,0.18971076608741158,1.2238559752254834,-0.30606494302951565,0.4853073724524424,-0.3352684715235816,0.191811224452575,-0.079105667341255,-0.8507773139363959
Amy Shark,2DORQjKJVYZMx9uu82UGtT,https://open.spotify.com/artist/2DORQjKJVYZMx9uu82UGtT,https://i.scdn.co/image/ab67616d0000b2731ce9087cfd83aa9d2d1fc538,https://p.scdn.co/mp3-preview/6b67e100c7733df19e345a4f1045922706b6dee4?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,-0.8929223009082925,-0.3475739438865623,-0.021704339643872726,-0.046181417690293346,0.02978839672856018,-0.33888501247656283,-1.4774097085523883,-1.0908314976121565,1.4040997865510512
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,-0.8909389830359153,1.1342772866677107,1.002966622382115,-0.26782439501107985,-0.9595274793824529,-0.342541183093565,-0.23810086567009106,0.406815749128356,0.912939024679282
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://p.scdn.co/mp3-preview/cb1ae1f9e2f874dd2d19e4c29edb552777eb1e7a?cid=1c2efcd1b3014dfbb795b1ed9833e6fb,-0.28404371408878537,-0.08847725633566214,-0.3447743010024135,-0.6500396237127621,-0.3793275987240322,-0.33045037170369673,-0.28706662859099,-0.6846760758058983,-0.6136318447331044
